ordinal	row_id	manifest_exp_id	source_exp_id	source_method_id	canonical_method_id	method_display	case_id	short_case_id	variant	qpos_path	scene_xml	video_path	contact_mask_path	kin_ref_path	person_idx	hand_collision_variant_id	object_key	object_category	expected_quality	baseline_method_id	baseline_source_exp_id	baseline_variant	baseline_qpos_path	baseline_scene_xml	baseline_contact_mask_path	baseline_kin_ref_path	baseline_status	row_status	notes
69	E162_0069_E151_b2_tip_box023_person2	E151	E151	b2_tip	E151_b2_tip	b2_tip	box023_person2	box023_person2	E151_box023_person2_b2_tip	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b2_tip_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b2_tip_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
70	E162_0070_E151_b1_mesh_box023_person2	E151	E151	b1_mesh	E151_b1_mesh	b1_mesh	box023_person2	box023_person2	E151_box023_person2_b1_mesh	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b1_mesh_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
71	E162_0071_E152_baseline_box021_029_p2	E152	E148	baseline	E152_baseline	baseline	d003_box021_20231018_029_p2	box021_029_p2	E152_box021_029_p2_baseline	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box021_029_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box021_029_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
72	E162_0072_E152_gateA_box021_029_p2	E152	E152	gateA	E152_gateA	gateA	d003_box021_20231018_029_p2	box021_029_p2	E152_box021_029_p2_gateA	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box021_029_p2_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box021_029_p2_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
73	E162_0073_E152_b1_box021_029_p2	E152	E151	b1	E152_b1	b1	d003_box021_20231018_029_p2	box021_029_p2	E152_box021_029_p2_b1	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b1_mesh_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
74	E162_0074_E152_gateA_b1_box021_029_p2	E152	E152	gateA_b1	E152_gateA_b1	gateA_b1	d003_box021_20231018_029_p2	box021_029_p2	E152_box021_029_p2_gateA_b1	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box021_029_p2_gateA_b1_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box021_029_p2_gateA_b1_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
75	E162_0075_E152_baseline_box004_083_p2	E152	E148	baseline	E152_baseline	baseline	e091_box004_20231003_2_083_p2	box004_083_p2	E152_box004_083_p2_baseline	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
76	E162_0076_E152_gateA_box004_083_p2	E152	E152	gateA	E152_gateA	gateA	e091_box004_20231003_2_083_p2	box004_083_p2	E152_box004_083_p2_gateA	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box004_083_p2_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box004_083_p2_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
77	E162_0077_E152_b1_box004_083_p2	E152	E151	b1	E152_b1	b1	e091_box004_20231003_2_083_p2	box004_083_p2	E152_box004_083_p2_b1	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b1_mesh_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
78	E162_0078_E152_gateA_b1_box004_083_p2	E152	E152	gateA_b1	E152_gateA_b1	gateA_b1	e091_box004_20231003_2_083_p2	box004_083_p2	E152_box004_083_p2_gateA_b1	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box004_083_p2_gateA_b1_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box004_083_p2_gateA_b1_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
79	E162_0079_E152_baseline_box023_person2	E152	E147	baseline	E152_baseline	baseline	box023_person2	box023_person2	E152_box023_person2_baseline	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
80	E162_0080_E152_gateA_box023_person2	E152	E152	gateA	E152_gateA	gateA	box023_person2	box023_person2	E152_box023_person2_gateA	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box023_person2_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box023_person2_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
81	E162_0081_E152_b1_box023_person2	E152	E151	b1	E152_b1	b1	box023_person2	box023_person2	E152_box023_person2_b1	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b1_mesh_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
82	E162_0082_E152_gateA_b1_box023_person2	E152	E152	gateA_b1	E152_gateA_b1	gateA_b1	box023_person2	box023_person2	E152_box023_person2_gateA_b1	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box023_person2_gateA_b1_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E152/axis1_hand_object_physics_gate/cem/full/E152_box023_person2_gateA_b1_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
83	E162_0083_E156_spiderrubberhand_box021_035_p1	E156	E147	spider-rubberhand	E156_spiderrubberhand	spider-rubberhand	d003_box021_20231011_035_p1	box021_035_p1	E156_box021_035_p1_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
84	E162_0084_E156_gateA_box021_035_p1	E156	E156	+gateA	E156_gateA	+gateA	d003_box021_20231011_035_p1	box021_035_p1	E156_box021_035_p1_gateA	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box021_035_p1_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box021_035_p1_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
85	E162_0085_E156_E155_decay_box021_035_p1	E156	E156	E155_decay	E156_E155_decay	E155_decay	d003_box021_20231011_035_p1	box021_035_p1	E156_box021_035_p1_decay	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box021_035_p1_decay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box021_035_p1_decay_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
86	E162_0086_E156_spiderrubberhand_box021_035_p2	E156	E147	spider-rubberhand	E156_spiderrubberhand	spider-rubberhand	d003_box021_20231011_035_p2	box021_035_p2	E156_box021_035_p2_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
87	E162_0087_E156_gateA_box021_035_p2	E156	E156	+gateA	E156_gateA	+gateA	d003_box021_20231011_035_p2	box021_035_p2	E156_box021_035_p2_gateA	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box021_035_p2_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box021_035_p2_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
